"uhgv_genome","uhgv_votu","genome_length","is_jumbo_phage","gc_percent","cds_count","cds_density","avg_cds_length","cds_strand_switch_rate","genetic_code","is_recoded","trna_count_total","trna_count_suppressor","checkv_quality","checkv_completeness","checkv_completeness_method","checkv_trimmed","viral_confidence","genomad_virus_score","genomad_virus_hallmarks","genomad_plasmid_hallmarks","viralverify_prediction","viralverify_score","checkv_viral_markers","checkv_host_markers","uhgv_taxonomy","ictv_taxonomy","ictv_taxonomy_method","ictv_taxonomy_evidence","realm_name","kingdom_name","phylum_name","class_name","order_name","family_name","subfamily_name","genus_name","taxon_alias","crispr_host_lineage_gtdb_r207","crispr_total_connections","crispr_host_agreement","kmers_host_lineage_gtdb_r207","kmers_total_connections","kmers_host_agreement","host_lineage_gtdb_r207","host_prediction_method","crispr_host_range_genus_entropy","kmers_host_range_genus_entropy","crispr_host_range_red","kmers_host_range_red","bacphlip_temperate_score","bacphlip_virulent_score","has_integrase","lifestyle","lifestyle_evidence","dgr_present","anticrispr_num_genes","abricate_num_genes","http_url","MappedOnlyUHGV"
"UHGV-0252048","vOTU-005046",46664,"No",42.07,79,90.44,534.19,15.38,11,"No",1,0,"Complete","100","DTR","No","Confident",0.9766,6,0,"Virus","54.45",19,0,"vFAM-00010;vSUBFAM-01933;vGENUS-10227;vSUBGEN-13145;vOTU-005046","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=43; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia","294","98.98","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp001304935","9","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia","CRISPR","0.0569372","0.0","0.0","0.0",0.8375,0.1625,"No","temperate","BACPHLIP","Yes",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-025/UHGV-0252048",TRUE
"UHGV-0144133","vOTU-105263",16219,"No",49.45,26,86.05,536.769,24,11,"No",1,0,"Low-quality","15.58","AAI-based","No","Confident",0.9702,5,0,"Virus","18.97",4,1,"vFAM-00111;vSUBFAM-00351;vOTU-105263","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Winoviridae","top-genome-hit","accession=MT732475; proteomic-score=0.076; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","Winoviridae","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae","20","95","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","1186","99.16","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","PHIST","0.0","1.59573","NULL","NULL",0.026417,0.973583,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-014/UHGV-0144133",TRUE
"UHGV-0131394","vOTU-084740",49413,"No",52.92,73,93.5,632.877,2.78,11,"No",2,0,"High-quality","99.9","AAI-based","No","Confident",0.9802,17,0,"Virus","67.11",34,0,"vFAM-00001;vSUBFAM-00505;vGENUS-10333;vSUBGEN-13391;vOTU-084740","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=LN681542; proteomic-score=0.150; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales","84","96.43","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae","39","89.74","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales","CRISPR","1.75265","1.59664","0.25452","0.098093",0.2125,0.7875,"No","lytic","BACPHLIP","Yes",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-013/UHGV-0131394",FALSE
"UHGV-0082428","vOTU-015003",124432,"No",34.45,157,86.89,688.643,2.58,11,"No",30,0,"Complete","100","DTR","No","Confident",0.978,8,0,"Uncertain - viral or bacterial","-1.59",31,10,"vFAM-00044;vSUBFAM-05122;vGENUS-10400;vSUBGEN-13544;vOTU-015003","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=74; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",0.225,0.775,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-008/UHGV-0082428",FALSE
"UHGV-0384855","vOTU-153406",25744,"No",41.64,33,94.32,735.818,9.38,11,"No",0,0,"Medium-quality","66.17","AAI-based","No","Confident",0.9821,8,0,"Virus","33.42",22,0,"vFAM-00011;vSUBFAM-00337;vGENUS-02872;vOTU-153406","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=KJ094023; proteomic-score=0.131; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus","8","87.5","NULL","NULL","NULL","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus","CRISPR","0.37677","NULL","0.003443","NULL",0.8875,0.1125,"No","temperate","BACPHLIP","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-038/UHGV-0384855",FALSE
"UHGV-0382719","vOTU-111976",11825,"No",45.36,15,93.56,737.6,0,11,"No",0,0,"Low-quality","29.87","AAI-based","No","Confident",0.7578,9,0,"Virus","26.82",9,0,"vFAM-00035;vOTU-111976","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=KF296718; proteomic-score=0.134; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira","5","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira","PHIST","NULL","0.0","NULL","NULL",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-038/UHGV-0382719",FALSE
"UHGV-2055146","vOTU-015472",13244,"No",44.01,17,89.9,700.412,31.25,11,"No",0,0,"Low-quality","27.39","AAI-based","No","Uncertain",0.8793,0,0,"Uncertain - viral or bacterial","-5.89",1,1,"vFAM-00048;vOTU-015472","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=9; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","257","93.39","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","PHIST","NULL","0.34863","NULL","NULL",1,0,"Yes","temperate","integrase","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-205/UHGV-2055146",TRUE
"UHGV-2051276","vOTU-008018",9080,"No",56.82,12,98.36,744.25,0,11,"No",0,0,"Medium-quality","58.5","AAI-based","No","Uncertain",0.7642,0,0,"Uncertain - viral or bacterial","1.37",1,0,"vFAM-00258;vOTU-008018","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=1; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae","193","94.82","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae","PHIST","NULL","1.53701","NULL","NULL",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-205/UHGV-2051276",TRUE
"UHGV-1846485","vOTU-096300",32448,"No",39.43,54,87.03,522.944,3.77,11,"No",0,0,"Low-quality","45.58","AAI-based","No","Confident",0.9643,3,0,"Virus","20.2",7,3,"vFAM-00009;vSUBFAM-01014;vGENUS-01760;vOTU-096300","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=31; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","164","98.78","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","1814","98.02","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","0.828577","0.81259","NULL","NULL",1,0,"No","temperate","BACPHLIP","Yes",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-184/UHGV-1846485",TRUE
"UHGV-1479042","vOTU-005778",46691,"No",46.29,53,92.36,813.679,7.69,11,"No",0,0,"Complete","100","ITR","No","Uncertain",0.9573,3,0,"Plasmid","9.28",3,3,"vFAM-00028;vSUBFAM-00344;vGENUS-00375;vSUBGEN-13808;vOTU-005778","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=28; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","151","94.7","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","1681","95.95","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","PHIST","0.137217","0.105927","NULL","NULL",0.0123899,0.98761,"No","lytic","BACPHLIP","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-147/UHGV-1479042",FALSE
"UHGV-0140756","vOTU-160241",11375,"No",40.23,20,86.87,494.1,26.32,11,"No",0,0,"Low-quality","25.24","AAI-based","No","Uncertain",0.918,1,0,"Uncertain - viral or bacterial","-0.58",3,1,"vFAM-00035;vOTU-160241","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=11; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes;s__Muricomes contortus_B","12","91.67","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes;s__Muricomes contortus_B","PHIST","NULL","0.0","NULL","NULL",0.114749,0.885251,"No","lytic","BACPHLIP","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-014/UHGV-0140756",TRUE
"UHGV-0098319","vOTU-019390",39313,"No",54.74,59,91.51,609.763,12.07,11,"No",0,0,"Medium-quality","77.72","HMM-based","No","Confident",0.9669,11,0,"Virus","39.4",14,1,"vFAM-00060;vSUBFAM-02338;vOTU-019390","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=29; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium","5","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium merdipullorum","5","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium","CRISPR","0.0","0.0","0.0","0.0",0.8875,0.1125,"Yes","temperate","integrase","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-009/UHGV-0098319",FALSE
"UHGV-1988275","vOTU-019396",13090,"No",41.18,17,95.89,738.353,0,11,"No",0,0,"Low-quality","16","HMM-based","No","Uncertain",0.8673,7,0,"Chromosome","-9.92",4,2,"vFAM-00001;vOTU-019396","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=9; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__UMGS1071 sp900542375","120","75.83","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__UMGS1071 sp900542375","PHIST","NULL","0.0481943","NULL","NULL",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-198/UHGV-1988275",TRUE
"UHGV-1983286","vOTU-041254",15754,"No",49.58,20,84.21,663.3,15.79,11,"No",0,0,"Low-quality","10.77","HMM-based","No","Uncertain",0.9252,1,0,"Uncertain - viral or bacterial","3.69",3,3,"vFAM-00060;vSUBFAM-01855;vOTU-041254","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=7; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","641","73.79","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","PHIST","NULL","2.71468","NULL","NULL",0.0123899,0.98761,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-198/UHGV-1983286",TRUE
"UHGV-0387052","vOTU-066960",40181,"No",42.6,53,94.31,714.962,1.92,11,"No",0,0,"High-quality","99.9","AAI-based","No","Confident",0.9812,10,0,"Virus","87.4",23,2,"vFAM-00001;vSUBFAM-00174;vGENUS-01719;vSUBGEN-13829;vOTU-066960","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=JQ619704; proteomic-score=0.092; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus","321","83.49","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus","82","92.68","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus","CRISPR","0.681942","0.33577","0.0","0.0",0.8,0.2,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-038/UHGV-0387052",FALSE
"UHGV-2088853","vOTU-163826",14204,"No",41.09,24,87.8,519.625,8.7,11,"No",0,0,"Low-quality","23.72","AAI-based","No","Uncertain",0.9517,0,0,"Uncertain - viral or bacterial","-4.42",1,1,"vFAM-00007;vOTU-163826","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=5; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis","393","88.55","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis","469","87.21","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis","PHIST","0.181587","0.451793","NULL","NULL",0.0480125,0.951987,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-208/UHGV-2088853",TRUE
"UHGV-0116805","vOTU-027061",24296,"No",47.17,39,93.11,580.077,4.76,11,"No",0,0,"Medium-quality","61.2","AAI-based","Yes","Confident",0.9671,6,0,"Virus","26.98",13,2,"vFAM-00003;vSUBFAM-00095;vOTU-027061","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=26; agreement=0.9853","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster","168","84.52","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae","69","98.55","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster","CRISPR","0.514484","0.0","0.006967","0.0",1,0,"No","temperate","BACPHLIP","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-011/UHGV-0116805",TRUE
"UHGV-1335343","vOTU-162886",25646,"No",55.2,27,81.44,773.556,34.62,11,"No",3,0,"Medium-quality","62.79","AAI-based","No","Uncertain",0.9446,4,0,"Uncertain - viral or bacterial","-6.42",2,3,"vFAM-00005;vSUBFAM-06986;vGENUS-18640;vOTU-162886","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=12; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G","5","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G","2715","99.67","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G","PHIST","0.0","0.0","NULL","NULL",1,0,"Yes","temperate","integrase","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-133/UHGV-1335343",FALSE
"UHGV-2152801","vOTU-098542",27484,"No",48.36,35,90.31,709.2,11.76,11,"No",0,0,"Medium-quality","56.78","AAI-based","No","Confident",0.9638,7,0,"Virus","21.37",8,1,"vFAM-00066;vSUBFAM-00132;vGENUS-10145;vOTU-098542","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Winoviridae","top-genome-hit","accession=MT732475; proteomic-score=0.057; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","Winoviridae","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","73","100","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","806","75.68","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","1.07161","1.2646","0.114932","0.122135",0.05,0.95,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-215/UHGV-2152801",FALSE
"UHGV-1437346","vOTU-155236",7185,"No",34.47,14,85.97,441.214,7.69,11,"No",0,0,"Medium-quality","54.23","AAI-based","No","Confident",0.9794,2,0,"Virus","14.23",4,0,"vFAM-00149;vSUBFAM-02481;vGENUS-20054;vOTU-155236","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=AF424783; proteomic-score=0.060; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_BO","1","100","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus","84","100","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus","PHIST","0.0","0.0","0.0","0.006151",0.0393382,0.960662,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-143/UHGV-1437346",TRUE
"UHGV-2064994","vOTU-068314",109171,"No",47.04,165,87.79,580.855,12.8,11,"No",0,0,"High-quality","99.9","AAI-based","No","Confident",0.9683,9,0,"Virus","25.88",15,7,"vFAM-00111;vSUBFAM-00351;vGENUS-05531;vSUBGEN-14654;vOTU-068314","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=114; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","53","100","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","1312","99.16","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","PHIST","0.855991","1.55063","0.0","0.153919",0.95,0.05,"No","temperate","BACPHLIP","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-206/UHGV-2064994",FALSE
"UHGV-0885991","vOTU-031048",25816,"No",53.6,36,89.42,641.25,11.43,11,"No",0,0,"Medium-quality","69.31","AAI-based","No","Confident",0.9768,8,0,"Virus","30.04",12,0,"vFAM-00006;vOTU-031048","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=JX120799; proteomic-score=0.082; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UMGS416;g__Parachristensenella;s__Parachristensenella avicola","2","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UMGS416;g__Parachristensenella;s__Parachristensenella avicola","1","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UMGS416;g__Parachristensenella;s__Parachristensenella avicola","CRISPR","0.0","0.0","0.0","0.0",0.975,0.025,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-088/UHGV-0885991",FALSE
"UHGV-2161009","vOTU-146326",10931,"No",66.93,10,83.71,915,55.56,11,"No",0,0,"Low-quality","24.59","AAI-based","No","Uncertain",0.8825,3,0,"Uncertain - viral or bacterial","4.15",2,0,"vFAM-00022;vOTU-146326","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=5; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Thermophilibacter;s__Thermophilibacter mediterraneus","2","100","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales","39","100","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales","PHIST","0.0","0.726911","NULL","NULL",1,0,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-216/UHGV-2161009",TRUE
"UHGV-0160620","vOTU-151712",12199,"No",55.29,21,86.1,500.143,30,11,"No",1,0,"Low-quality","25.49","AAI-based","No","Uncertain",0.9717,1,0,"Uncertain - plasmid or chromosomal","-1.12",0,2,"vFAM-00001;vSUBFAM-01597;vGENUS-02732;vOTU-151712","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=MG711461; proteomic-score=0.071; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G","10","80","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales","28","85.71","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales","PHIST","0.639032","2.12182","NULL","NULL",0.589455,0.410545,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-016/UHGV-0160620",TRUE
"UHGV-2099086","vOTU-086382",36719,"No",47.31,51,92.27,664.353,2,11,"No",0,0,"High-quality","91.71","AAI-based","No","Confident",0.9749,9,0,"Uncertain - viral or bacterial","4.57",16,2,"vFAM-00003;vSUBFAM-00095;vGENUS-05542;vSUBGEN-14846;vOTU-086382","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=31; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster","116","93.97","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae","105","97.14","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster","CRISPR","0.252664","0.0","0.0","0.0",0.9625,0.0375,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-209/UHGV-2099086",FALSE
"UHGV-1476878","vOTU-136453",31824,"No",56.65,45,92.2,652.067,2.27,11,"No",0,0,"Medium-quality","57.22","AAI-based","No","Confident",0.9763,8,0,"Virus","20.93",15,2,"vFAM-00008;vSUBFAM-07154;vGENUS-19349;vOTU-136453","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=27; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales","14","71.43","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales","PHIST","NULL","2.10658","NULL","0.380482",0.064978,0.935022,"No","lytic","BACPHLIP","No",2,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-147/UHGV-1476878",FALSE
